"subject" "activity" "measurement" "X" "Y" "Z" "Magnitude"
"537" "8" "STANDING" "FrequencyDomainBodyAccelerationMean" -0.988219862222222 -0.9500491 -0.950362935555556 -0.953746070740741
"717" "8" "STANDING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.98918374962963 -0.936231722777778 -0.919744963888889 -0.938628186322222
"897" "8" "STANDING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.979745872037037
"1077" "8" "STANDING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.979135440925926
"1257" "8" "STANDING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.983709233333333
"1437" "8" "STANDING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.981832336296296
"1617" "8" "STANDING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.964564224074074
"1797" "8" "STANDING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.954119826296296
"1977" "8" "STANDING" "FrequencyDomainBodyGyroscopeMean" -0.969677435925926 -0.972595487037037 -0.975512276666667 NA
"2157" "8" "STANDING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.974200997592593 -0.968055495925926 -0.975976456111111 NA
"2337" "8" "STANDING" "TimeseriesBodyAccelerationJerkMean" 0.0753739045185185 0.00814951727462963 0.00322153267648148 -0.984920797777778
"2517" "8" "STANDING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.989198879814815 -0.976442140740741 -0.982610899259259 -0.979932239074074
"2697" "8" "STANDING" "TimeseriesBodyAccelerationMean" 0.279620986111111 -0.0148113067148148 -0.106114996837037 -0.953762884074074
"2877" "8" "STANDING" "TimeseriesBodyAccelerationStandardDeviation" -0.988815418148148 -0.938479429074074 -0.926065255185185 -0.937187185222222
"3057" "8" "STANDING" "TimeseriesBodyGyroscopeJerkMean" -0.097757576 -0.0485190684259259 -0.0478483225666667 -0.987580587777778
"3237" "8" "STANDING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.981573085740741 -0.985508765185185 -0.989270900740741 -0.982460332222222
"3417" "8" "STANDING" "TimeseriesBodyGyroscopeMean" -0.0219671978203704 -0.0280117633814815 0.063688907 -0.952848496851852
"3597" "8" "STANDING" "TimeseriesBodyGyroscopeStandardDeviation" -0.972990379814815 -0.969421045555556 -0.974118322407407 -0.95322478962963
"3777" "8" "STANDING" "TimeseriesGravityAccelerationMean" 0.957669921111111 -0.0904603488214815 -0.0979392024814815 -0.953762884074074
"3957" "8" "STANDING" "TimeseriesGravityAccelerationStandardDeviation" -0.987690217222222 -0.958904114074074 -0.918293913703704 -0.937187185222222
"178" "8" "WALKING" "FrequencyDomainBodyAccelerationJerkMean" -0.311198711041667 0.0796832872416667 -0.361563262083333 NA
"358" "8" "WALKING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.271448185291667 0.315883536479167 -0.4044825094375 NA
"538" "8" "WALKING" "FrequencyDomainBodyAccelerationMean" -0.247389011875 0.316982393333333 -0.238634594791667 -0.09521728274375
"718" "8" "WALKING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.148386858858333 0.32484493125 -0.158437341970833 -0.360818978541667
"898" "8" "WALKING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.123834409766667
"1078" "8" "WALKING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.276436130125
"1258" "8" "WALKING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.473026230833333
"1438" "8" "WALKING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.581240190833333
"1618" "8" "WALKING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.301241848645833
"1798" "8" "WALKING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.327459577895833
"1978" "8" "WALKING" "FrequencyDomainBodyGyroscopeMean" -0.102063053808333 -0.259729692333333 -0.132902199479167 NA
"2158" "8" "WALKING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.234252005895833 -0.1908057215 -0.1429742348125 NA
"2338" "8" "WALKING" "TimeseriesBodyAccelerationJerkMean" 0.0703393490833333 -0.00603947514583333 -0.000673798876875 -0.0668322430433333
"2518" "8" "WALKING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.2586886278125 0.233987544458333 -0.383200596479167 -0.184571053979167
"2698" "8" "WALKING" "TimeseriesBodyAccelerationMean" 0.27468631 -0.0186628865310417 -0.107252090833333 0.0516786278104167
"2878" "8" "WALKING" "TimeseriesBodyAccelerationStandardDeviation" -0.173605736002083 0.380782052708333 -0.1420885318125 -0.1804072826
"3058" "8" "WALKING" "TimeseriesBodyGyroscopeJerkMean" -0.135886431360417 -0.0314880905541667 -0.0522683965333333 -0.339129269583333
"3238" "8" "WALKING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.2460827504375 -0.428055700208333 -0.388446971666667 -0.502957255416667
"3418" "8" "WALKING" "TimeseriesBodyGyroscopeMean" 0.0235088228254167 -0.095791790535 0.0509657915395833 -0.00310243820125
"3598" "8" "WALKING" "TimeseriesBodyGyroscopeStandardDeviation" -0.1992097184375 -0.2119972775 -0.0754447842395833 -0.238746703958333
"3778" "8" "WALKING" "TimeseriesGravityAccelerationMean" 0.913586347916667 -0.217102194583333 -0.186267836962021 0.0516786278104167
"3958" "8" "WALKING" "TimeseriesGravityAccelerationStandardDeviation" -0.974752050208333 -0.956781505625 -0.956640104791667 -0.1804072826
"179" "8" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationJerkMean" 0.214841402815789 0.220639687868421 0.0586096890447368 NA
"359" "8" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationJerkStandardDeviation" 0.172658982065789 0.273943791773684 -0.0846674186842105 NA
"539" "8" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationMean" 0.136590199860526 0.388412779763158 0.159589756534211 0.301626757315789
"719" "8" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationStandardDeviation" -0.0260463260078947 0.232184078052632 0.0214914840105263 -0.156141093578947
"899" "8" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA 0.331528459921053
"1079" "8" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA 0.134734731236842
"1259" "8" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.125179586744737
"1439" "8" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.26298447
"1619" "8" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.00036272967368421
"1799" "8" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.255590314210526
"1979" "8" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyGyroscopeMean" -0.130740445236842 0.116090879026316 0.0277498065176316 NA
"2159" "8" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.302735102631579 -0.0461356322868421 -0.268253406210526 NA
"2339" "8" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationJerkMean" 0.118938088342105 -0.0380193846210526 -0.0394356157631579 0.262628490268421
"2519" "8" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationJerkStandardDeviation" 0.250143724521053 0.288140718789474 -0.0135136269 0.2534082561
"2699" "8" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationMean" 0.283484089210526 -0.0211058674973684 -0.107598135394737 0.176599311818421
"2879" "8" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationStandardDeviation" 0.0241393473736842 0.343826273105263 0.1337170395 0.131337867236842
"3059" "8" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeJerkMean" -0.0349283489710526 -0.0534969692794737 -0.0867903297078947 -0.126189142894737
"3239" "8" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.267887897328947 -0.0704526510842105 -0.1896044435 -0.157484866842105
"3419" "8" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeMean" -0.121189625973684 -0.0500760173342105 0.114143855152368 0.0993429744078947
"3599" "8" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeStandardDeviation" -0.258430885531579 0.0243131207736842 -0.129565242710526 -0.0466291872078947
"3779" "8" "WALKING_DOWNSTAIRS" "TimeseriesGravityAccelerationMean" 0.914023498421053 -0.187610243421053 -0.141817934963684 0.176599311818421
"3959" "8" "WALKING_DOWNSTAIRS" "TimeseriesGravityAccelerationStandardDeviation" -0.945766561578947 -0.941580934473684 -0.897190012631579 0.131337867236842
"180" "8" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationJerkMean" -0.200277249165854 -0.0257952590634146 -0.386655803658537 NA
"360" "8" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.24733661795122 -0.0700821464439024 -0.508248316829268 NA
"540" "8" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationMean" -0.166411065387805 0.263431399878049 -0.0729496941121951 -0.13026451905122
"720" "8" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationStandardDeviation" -0.175284990170732 0.30540146 0.133766193578049 -0.409282851707317
"900" "8" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.131850567460976
"1080" "8" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.379266499780488
"1260" "8" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.46327057804878
"1440" "8" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.575733290731707
"1620" "8" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.229610952609756
"1800" "8" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.183325647134146
"1980" "8" "WALKING_UPSTAIRS" "FrequencyDomainBodyGyroscopeMean" -0.240260761682927 -0.113162144460976 0.16597418695122 NA
"2160" "8" "WALKING_UPSTAIRS" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.409955580780488 -0.0478802512585366 0.263202878429268 NA
"2340" "8" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationJerkMean" 0.0813816809395122 0.014120592097561 -0.0674583919268293 -0.141494613465854
"2520" "8" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.186618895268293 -0.0123501104926829 -0.447518179097561 -0.228296364146341
"2700" "8" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationMean" 0.258880152048781 -0.0282415136341463 -0.11512211995122 0.121026629195122
"2880" "8" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationStandardDeviation" -0.171712174634146 0.348768733170732 0.121187278790244 -0.227200254219512
"3060" "8" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeJerkMean" -0.15544567414878 -0.027919577097561 -0.0534090382439024 -0.400664014146341
"3240" "8" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.40507069195122 -0.424675673414634 -0.430366658780488 -0.493975031707317
"3420" "8" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeMean" 0.19270447595122 -0.204205356087805 -0.0724546025804878 0.166447991
"3600" "8" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeStandardDeviation" -0.367428367219512 -0.0666980861414634 0.337526477436585 -0.109327923829268
"3780" "8" "WALKING_UPSTAIRS" "TimeseriesGravityAccelerationMean" 0.860368718780488 -0.291341491707317 -0.192306960631707 0.121026629195122
"3960" "8" "WALKING_UPSTAIRS" "TimeseriesGravityAccelerationStandardDeviation" -0.926673287804878 -0.931032068536585 -0.876168930487805 -0.227200254219512
"49" "9" "LAYING" "FrequencyDomainBodyAccelerationJerkMean" -0.964304065 -0.9640828062 -0.955909215 NA
"229" "9" "LAYING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.9686013042 -0.966634136 -0.9597147176 NA
"409" "9" "LAYING" "FrequencyDomainBodyAccelerationMean" -0.946865494 -0.9343665984 -0.9459190006 -0.9266042952
"589" "9" "LAYING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.9409810272 -0.9128367508 -0.9419711636 -0.921929738394
"769" "9" "LAYING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.9543205856
"949" "9" "LAYING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.9550947122
"1129" "9" "LAYING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.9558062546
"1309" "9" "LAYING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.9522904702
"1489" "9" "LAYING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.9186053356
"1669" "9" "LAYING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.9034005814
"1849" "9" "LAYING" "FrequencyDomainBodyGyroscopeMean" -0.930297921 -0.9345796594 -0.9598150092 NA
"2029" "9" "LAYING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.9463891504 -0.9231319366 -0.965686312 NA
"2209" "9" "LAYING" "TimeseriesBodyAccelerationJerkMean" 0.08807344764 0.011561732718 -0.0070536778584 -0.9633745492
"2389" "9" "LAYING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.9647404702 -0.9639966798 -0.958562455 -0.9550268052
"2569" "9" "LAYING" "TimeseriesBodyAccelerationMean" 0.2591955368 -0.020526821662 -0.10754972144 -0.9308684376
"2749" "9" "LAYING" "TimeseriesBodyAccelerationStandardDeviation" -0.94233309 -0.9162927764 -0.9407072854 -0.91512680016
"2929" "9" "LAYING" "TimeseriesBodyGyroscopeJerkMean" -0.10384667982 -0.027552256948 -0.0569490475 -0.964524819
"3109" "9" "LAYING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.945329035 -0.9621702422 -0.9770761602 -0.9528015598
"3289" "9" "LAYING" "TimeseriesBodyGyroscopeMean" -0.013632036148 -0.15890291983 0.101275010682 -0.9071250998
"3469" "9" "LAYING" "TimeseriesBodyGyroscopeStandardDeviation" -0.9422465098 -0.9266185314 -0.9615953704 -0.8985578738
"3649" "9" "LAYING" "TimeseriesGravityAccelerationMean" -0.5802528348 -0.1191541962 0.9578730416 -0.9308684376
"3829" "9" "LAYING" "TimeseriesGravityAccelerationStandardDeviation" -0.9218210626 -0.9699944882 -0.9712046902 -0.91512680016
"50" "9" "SITTING" "FrequencyDomainBodyAccelerationJerkMean" -0.9655962396 -0.9580073906 -0.9575269752 NA
"230" "9" "SITTING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.9666604036 -0.9585229866 -0.9649413418 NA
"410" "9" "SITTING" "FrequencyDomainBodyAccelerationMean" -0.959413594 -0.911683219 -0.8922013438 -0.8977181972
"590" "9" "SITTING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.956903459 -0.86761360746 -0.818001834824 -0.8691725114
"770" "9" "SITTING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.9530504408
"950" "9" "SITTING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.9493949814
"1130" "9" "SITTING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.9683155878
"1310" "9" "SITTING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.9659970148
"1490" "9" "SITTING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.9344377378
"1670" "9" "SITTING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.9064712292
"1850" "9" "SITTING" "FrequencyDomainBodyGyroscopeMean" -0.950315237 -0.9396930078 -0.940312313 NA
"2030" "9" "SITTING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.9618360162 -0.910583361 -0.9341874784 NA
"2210" "9" "SITTING" "TimeseriesBodyAccelerationJerkMean" 0.077005006374 0.009817397262 -0.008674672651 -0.964383757
"2390" "9" "SITTING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.9645358564 -0.9567775448 -0.9618894376 -0.9517802432
"2570" "9" "SITTING" "TimeseriesBodyAccelerationMean" 0.24832674354 -0.02701677698 -0.07537846886 -0.8933617176
"2750" "9" "SITTING" "TimeseriesBodyAccelerationStandardDeviation" -0.9572277914 -0.875141405 -0.83200187268 -0.8637564342
"2930" "9" "SITTING" "TimeseriesBodyGyroscopeJerkMean" -0.0930708106 -0.046663441472 -0.052841489994 -0.9733641366
"3110" "9" "SITTING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.9645323452 -0.9719274472 -0.9687388914 -0.9663610734
"3290" "9" "SITTING" "TimeseriesBodyGyroscopeMean" -0.042328876778 -0.04142711812 0.0807919285908 -0.9032355368
"3470" "9" "SITTING" "TimeseriesBodyGyroscopeStandardDeviation" -0.9590200492 -0.9191882264 -0.9301768338 -0.9066063206
"3650" "9" "SITTING" "TimeseriesGravityAccelerationMean" 0.9163245106 -0.0414258228938 0.085263099144 -0.8933617176
"3830" "9" "SITTING" "TimeseriesGravityAccelerationStandardDeviation" -0.9552804062 -0.94645197 -0.88585411242 -0.8637564342
"51" "9" "STANDING" "FrequencyDomainBodyAccelerationJerkMean" -0.971313768666667 -0.962624298888889 -0.967129200444444 NA
"231" "9" "STANDING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.971278823333333 -0.968234579555556 -0.972588748666667 NA
"411" "9" "STANDING" "FrequencyDomainBodyAccelerationMean" -0.971662692 -0.944849431777778 -0.941686874222222 -0.946330171777778
"591" "9" "STANDING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.977579248444444 -0.938790016888889 -0.913896832222222 -0.940265546444444
"771" "9" "STANDING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.963242884
"951" "9" "STANDING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.963593159555556
"1131" "9" "STANDING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.967491628
"1311" "9" "STANDING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.964770799111111
"1491" "9" "STANDING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.929769067777778
"1671" "9" "STANDING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.910909659555556
"1851" "9" "STANDING" "FrequencyDomainBodyGyroscopeMean" -0.916974437555556 -0.954514301555556 -0.941510336 NA
"2031" "9" "STANDING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.924738576444444 -0.941950576888889 -0.944942811777778 NA
"2211" "9" "STANDING" "TimeseriesBodyAccelerationJerkMean" 0.0760032053555556 0.0130699796066667 -0.004700785502 -0.969524578888889
"2391" "9" "STANDING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.969973398888889 -0.963849332888889 -0.970584264666667 -0.963764177777778
"2571" "9" "STANDING" "TimeseriesBodyAccelerationMean" 0.282310057333333 -0.0200454954022222 -0.0952747481333333 -0.945167482444444
"2751" "9" "STANDING" "TimeseriesBodyAccelerationStandardDeviation" -0.975741252444444 -0.938635759333333 -0.919295805777778 -0.936105010444444
"2931" "9" "STANDING" "TimeseriesBodyGyroscopeJerkMean" -0.095897704 -0.0419199574333333 -0.0575743131488889 -0.969824044222222
"3111" "9" "STANDING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.949105691555556 -0.975036530444444 -0.969726483555556 -0.965287050888889
"3291" "9" "STANDING" "TimeseriesBodyGyroscopeMean" -0.029183136346 -0.060810158296 0.0992409332222222 -0.921030223111111
"3471" "9" "STANDING" "TimeseriesBodyGyroscopeStandardDeviation" -0.921990612 -0.946046640444444 -0.939889737333333 -0.908291403111111
"3651" "9" "STANDING" "TimeseriesGravityAccelerationMean" 0.961323502222222 -0.010383816474 0.00914769235555555 -0.945167482444444
"3831" "9" "STANDING" "TimeseriesGravityAccelerationStandardDeviation" -0.989103160444444 -0.972573867555556 -0.932245295111111 -0.936105010444444
"52" "9" "WALKING" "FrequencyDomainBodyAccelerationJerkMean" -0.314265401346154 -0.367706595 -0.399541245192308 NA
"232" "9" "WALKING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.170228340134423 -0.228380473480769 -0.419104362884615 NA
"412" "9" "WALKING" "FrequencyDomainBodyAccelerationMean" -0.294711163653846 -0.257677616153846 -0.250806259788462 -0.318801022711538
"592" "9" "WALKING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.218019977423077 -0.223972558596154 -0.0337965256573077 -0.513891953269231
"772" "9" "WALKING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.316870715576923
"952" "9" "WALKING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.322337536730769
"1132" "9" "WALKING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.602581618269231
"1312" "9" "WALKING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.624351923653846
"1492" "9" "WALKING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.513797480384615
"1672" "9" "WALKING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.562714528653846
"1852" "9" "WALKING" "FrequencyDomainBodyGyroscopeMean" -0.383676120961538 -0.436905860576923 -0.240222512134615 NA
"2032" "9" "WALKING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.507404512692308 -0.490990336346154 -0.342367223269231 NA
"2212" "9" "WALKING" "TimeseriesBodyAccelerationJerkMean" 0.0704357270480769 0.0212255910017308 0.00414762740192308 -0.203733615519231
"2392" "9" "WALKING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.206733787961538 -0.276929933846154 -0.409764526153846 -0.317113487115385
"2572" "9" "WALKING" "TimeseriesBodyAccelerationMean" 0.278502842115385 -0.0180891971284423 -0.110820512307692 -0.0980840496143461
"2752" "9" "WALKING" "TimeseriesBodyAccelerationStandardDeviation" -0.238353562692308 -0.201696960826923 -0.0579636469030769 -0.37942877
"2932" "9" "WALKING" "TimeseriesBodyGyroscopeJerkMean" -0.0809204094461538 -0.0356283427038462 -0.0633406620592308 -0.510253995769231
"3112" "9" "WALKING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.526985309038462 -0.549200228076923 -0.457881494038462 -0.599866472692308
"3292" "9" "WALKING" "TimeseriesBodyGyroscopeMean" -0.0808360598653846 -0.0625598710615385 0.111629779896154 -0.294542266826923
"3472" "9" "WALKING" "TimeseriesBodyGyroscopeStandardDeviation" -0.476163506730769 -0.467054167884615 -0.265683521346154 -0.489725811538462
"3652" "9" "WALKING" "TimeseriesGravityAccelerationMean" 0.951867079615385 -0.0314341738730769 -0.115856121080385 -0.0980840496143461
"3832" "9" "WALKING" "TimeseriesGravityAccelerationStandardDeviation" -0.980971973653846 -0.971242423076923 -0.955523995576923 -0.37942877
"53" "9" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationJerkMean" -0.0645354342404762 -0.313643041809524 -0.293677789595238 NA
"233" "9" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationJerkStandardDeviation" 0.00938224337142857 -0.355981821428571 -0.425377408333333 NA
"413" "9" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationMean" 0.103128506197619 -0.183120455428571 -0.103705822657857 0.222203941
"593" "9" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationStandardDeviation" 0.250488758869048 -0.273561385142857 -0.0349494927142857 0.0888671674047619
"773" "9" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA 0.00716877883571429
"953" "9" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA 0.0705526138333333
"1133" "9" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.463172053809524
"1313" "9" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.485158906904762
"1493" "9" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.347540226666667
"1673" "9" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.424170737142857
"1853" "9" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyGyroscopeMean" -0.325042890904762 -0.312512195452381 -0.250686586719048 NA
"2033" "9" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.423558773952381 -0.364282565714286 -0.356561471714286 NA
"2213" "9" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationJerkMean" 0.130193043809524 -0.0206865965952381 0.00262568854761905 -0.16237608927619
"2393" "9" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationJerkStandardDeviation" 0.017623342197619 -0.3094424725 -0.359513362761905 0.039907818552381
"2573" "9" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationMean" 0.295923445 -0.0203994269075476 -0.0910278793952381 0.145886357935714
"2753" "9" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationStandardDeviation" 0.213392270547619 -0.208310705504762 -0.00771530035714285 0.265120131365238
"2933" "9" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeJerkMean" -0.094591202447619 -0.0597608334619048 -0.0678080598785714 -0.469028434047619
"3113" "9" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.509669314047619 -0.448602451190476 -0.417239550952381 -0.455855425238095
"3293" "9" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeMean" -0.0916383011071429 -0.0712598843142857 0.116804400690476 -0.168921400633333
"3473" "9" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeStandardDeviation" -0.396429197952381 -0.340765233142857 -0.279685150191905 -0.322331464761905
"3653" "9" "WALKING_DOWNSTAIRS" "TimeseriesGravityAccelerationMean" 0.938417773333333 -0.0352304645104762 -0.082276174942619 0.145886357935714
"3833" "9" "WALKING_DOWNSTAIRS" "TimeseriesGravityAccelerationStandardDeviation" -0.952141220714286 -0.936306558809524 -0.876641297380952 0.265120131365238
"54" "9" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationJerkMean" -0.402044750408163 -0.608498592040816 -0.615125710612245 NA
"234" "9" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.327421989591837 -0.590112916530612 -0.677831082857143 NA
"414" "9" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationMean" -0.342735952653061 -0.405022798163265 -0.384710423408163 -0.372890348979592
"594" "9" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationStandardDeviation" -0.369815777346939 -0.297641062755102 -0.244081808302041 -0.509929461428571
"774" "9" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.419533108571429
"954" "9" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.484935752040816
